contentId,catchphrase
2772341,오랜 역사를 자랑하는 전통시장
553089,생명이 살아있다! 무지개빛 성주!
2613677,여름철 계곡물에 발 담그기 좋은 곳
2723774,작은 섬들이 은하수처럼 펼쳐진 황성금리해수욕장
2559372,불교 문화의 정수를 느낄 수 있는 박물관
2817068,애견동반 가능한 브런치 카페
2946494,푸딩이 맛있는 해방촌의 핫 플레이스
2804503,불멍하기 좋은 카페
126140,영화 밀양 속 한 장면
131561,"자연 생태계적이고 친환경적인 골프장, 레이크사이드 컨트리클럽"
128040,자연의 멋을 최대한 살린 시민 휴식공간
1889916,제주목관아에서 즐기는 설맞이 전통문화체험
2755453,은하수가 쏟아지는 밤하늘이 아름다운 글램핑장
3012455,자연의 품에서 미술을 감상하며 휴식을 만끽할 수 있는 문화예술공간
2741027,전통의 맛과 역사를 자랑하는 곳
3465512,"국악의 향기, 세계를 물들이다"
132899,자연 속에서 맛보는 한식요리
3036634,롱보드 성지로 알려진 옛 고갯길
855186,꽃게탕과 낙지볶음이 일품인 음식점
630637,신선한 재료가 최상의 맛을
2930201,신선한 화산더미 물갈비 전문점
3019042,우리나라 꽃 무궁화의 명소
2573391,불향 가득하고 매콤한 닭발을 맛보고 싶다면 !
1117817,기장 철마면에 있는 전통재래시장
2895070,로스팅 챔피언 커피 맛집
2915795,거제 칠천도 오션뷰 디저트 카페
2860868,"바다, 그리고 사람 모두의 페스티벌"
727474,국내산 재료로 선보이는 최고의 맛
2736370,고양시 시청앞 덕양구 지역민들의 생활편의를 담당하고 있는 먹거리 장터
2908813,물가에 위치한 오토캠핑장
2781914,가족단위로 외식하기 좋은 참숯불 오리구이 전문점
2738029,포항 라쿤&미어캣&닥터피시 이색 카페
606796,강화 전통 음식 젓굴갈비 맛집
2997710,봄바람나고 싶은 무릉도원 영덕 복사꽃 마을
2398518,강원도 동해안 최대 항만인 묵호항 동문산에 위치한 등대와 등대를 오르는 길
1911506,대한민국 최초의 골프 테마 박물관
2381176,국내 유일의 고래 테마 문화관광 시설
2562417,대한민국 최남단 핑크뮬리 성지!!
2875965,투뿔등급 명품한우 정육식당
2846114,팔공산의 장어 맛집
2751255,"지역주민들의 화합과 건강증진, 여가생활을 위한 공원"
1619744,반 천년의 세월동안 마을을 보살핀 나무
855545,강화도 젓국갈비를 맛볼 수 있는 곳
2814167,농장 체험이 가능한 향기로운 관광농원
1757894,자연 친화적 생태 영상 체험 공간
250393,통일신라 불교문화를 보여주는 석탑
2666150,달을 벗 삼아 연꽃 위를 거닐다
2860944,서울 도심 속 자연을 품고 있는 힐링공간
126371,맑은 풍경소리가 수행자들을 일깨우는 곳
137891,자연조차 쉬고 가는 아름다운 곳
1577238,맑은 시냇물과 울창한 수목이 아름다운 풍치를 이루는 숲
2518829,해남으로 떠나는 여행
2865826,바다 앞의 작은 카페
2679797,"국제해운분야 대전환시대, 도전과 기회"
2733838,계절에 따라 새로운 풍경이 펼쳐지는 공원
750947,"인공호수, 인공폭포, 정자가 자아내는 이국적인 정취"
2591878,작은 공간에 채워지는 예술
3111794,아침부터 저녁까지 한 곳에서 즐기는 쇼핑!
2465783,국내산 원료로 고려인삼의 명맥을 잇는 곳
129551,조선 태종의 후궁 명빈 김 씨의 묘
507504,최고의 장비와 서비스를 제공하는 스노우파크
3065039,무더운 여름 더위를 한 번에 날릴 수 있는 곳
1689909,축조 형태가 매우 희귀한 돌탑
3090324,"맛나게, 멋나게~승마·카페·캠핑을 즐기는 자연 속 힐링여행"
2764950,넓고 쾌적한 스포츠 시설
130479,국민의 사랑과 신뢰를 받는 정보기관의 새로운 모습
131517,푸르른 자연 속으로의 초대!
128348,푸른 산의 푸른 정기를 듬뿍받은 자연이 있는 곳
232295,유럽풍 정원과 아름다운 예술작품 감상까지 할 수 있는 호텔
3075870,전문교관과 함께하는 승마체험
2999735,4·19 민주혁명 발상지에서 대한민국 민주주의의 뿌리를 알아가다
2702594,우리나라의 우수한 문화적 수준을 알리다
131518,"이월드에서 여름엔 잔디썰매, 겨울엔 눈썰매로 사계절을 즐기자"
127354,동복 지역에서 최초로 사액을 받은 서원
2892223,속초 가오리찜 3대천왕 나온집
2758445,1997년 개장하여 지금까지 운영 중인 골프장
2758212,안면도에 위치한 아름다운 어촌마을
2736434,분위기 물씬 나는 바비큐 음식점
636266,제주도의 대표 오름
2581897,다양한 한정식 코스를 맛볼 수 있는 곳
1746397,대구광역시 남구에 위치하며 접근성이 좋아요~
2757829,한 끼 든든하게 먹기
3384311,오동숲속도서관에서의 이색적인 하루
3446558,이원조 선생이 말년을 보냈던 곳
3043794,기둥과 덩굴식물이 숲과 같은 공간을 형성한 전망대
130846,선조들의 생활상을 알 수 있는 전통생활용품과 세시풍속
1494435,직접 반죽한 쫄깃한 면발이 일품인 곳
2755808,물 좋기로 소문난 남한강에서 즐기는 수상 레저
129457,영화와 드라마에 등장하여 친숙한 갈대밭
2472824,미래를 상상해 볼 수 있는 박물관
2732194,다양한 연령대를 고려한 과학적인 놀이터
137341,한진포구 앞 서해대교의 밤바다가 미치도록 아름다운 숙소
2765575,북한강을 바라보며 즐기는 다양한 디저트 !
2899491,유기농 우유를 이용한 카페라떼로 유명한 디저트 카페
2723331,연꽃과 수련이 아름답게 피는 공원
2850125,한강에서 즐기는 선상 한식 맛집
2738742,포토스팟으로 유명한 포구
3011251,한여름 도심속 시원한 어린이 야외 물놀이장
2758603,식장산 정상으로 향하는 길
2866206,막창순대로 유명한 서문시장 맛집
2680818,한옥에서 즐기는 휴식
2787086,골목길을 따라 알록달록 벽화가 펼쳐지는 아름다운 마을
989981,힐링을 주는 공간
2870120,서울 3대 탕수육 중국 정통 레스토랑
1578643,거창 출신 동래정씨 선현 6위를 모신 사당
1348395,중국 코스요리 전문점
3032819,버스킹도 하고 플리마켓도 열리고
2913104,세련된 매장에서 한우와 한돈을 즐길 수 있는 공덕역 맛집
3412907,"서울에서 만나는 전라남도의 자연과 문화, 감각적 미디어아트로 경험하는 힐링 전시회"
141188,발효를 주제로 열리는 세계 유일의 국제박람회 IFFE
2792109,허브 식물들과 함께하는 캠핑
3113039,null
3490864,문화·창의적인 아이디어 발상이 가능한 공원
2866054,느티나무가 있는 뷰 좋은 카페
3071546,청소년을 위해 조성된 쾌적한 공원
129908,전통과 현재를 공존하는 예술공간
2837288,경춘선 갈매역 인근 추어탕 맛집
2801445,마음 따뜻한 추억 드릴 수 있는 펜션
479915,밤골로 알려진 원효의 탄생지
2865372,오랜 전통의 하남시 곰탕 & 도가니탕 맛집
809149,"숲속 체험, 다양한 숙박시설, 맑은 공기로 힐링과 건강 모두 챙길 수 있는 용인자연휴양림"
2844027,추억의 맛여행 목포 중식당
969943,한국적 전통 문양을 자수에 접목시킨 공예품
1755615,군위군민의 문화생활을 책임지는 문화회관
1834278,부산 해운대 해수욕장 바로 앞에 위치한 폭시모텔
2574030,모임 하기 좋은 장어전문점
2901688,지리산 건강밥상
921212,"사과 조형물 전시, 농산물품평회를 비롯해 청송사과 퍼레이드 및 청송꽃줄엮기, 문화예술공연 등 다채로운 프로그램들로 꾸며지는 종합 문화관광축제"
1608790,산지에서 직접 채취한 산나물과 매콤한 고추장의 만남
2463869,우리나라 만화의 역사를 한눈에 담을 수 있는 곳
1624562,신선한 회를 저렴하게 즐기기
2765252,천주교 제주교구의 성지 순례 장소
3028774,선사시대부터 이어진 반곡동 역사 전시관
1019899,바다향기 가득 담긴 울산대게 맛집
2852108,반려동물 동반이 가능한 돈카츠 카레 맛집
126192,가야국의 발자취를 돌아볼 수 있는 김수로왕릉
3012120,여름이 즐거워지는 도심속 어린이들의 워터피아
2910284,분위기 좋은 브런치 카페
2845772,줄 서서 먹는 돈가스 맛집
2914538,푸짐한 해물찜이 일품인 곳
2850113,커다란 정원 속 사진 찍기 좋은 카페
2871099,그림 같은 액자뷰가 유명한 선흘리 감성 카페
2783811,"다양한 먹거리, 저렴한 장보기"
2739446,신선함과 맛으로 정성을 다하는 백합 요리 전문점
2626006,1++등급 한우가 입 속에서 사르르
2867652,중국식 만두를 전문으로 하는 곳
2742193,바다를 느낄 수 있는 간장게장 전문점
2912975,프리미엄 제주숙성돼지를 제공하는 고기맛집
2865975,모던 클래식한 카페
583015,소사나무가 군락지로 유명한 해변
2839318,다양한 오리 요리를 맛볼 수 있는 곳
2781629,파주 금촌 유명 야식 전문 식당
2834395,"카페와 베이커리, 로스팅 팩토리를 담은 공간"
2783415,컬러풀한 색감과 빈티지한 철제 가구들로 꾸며진 수제 버거 맛집
2892906,소머리국밥과 해물짬뽕순두부가 맛있는집
2891551,활어를 공수해서 제공하는 가성비 좋은 생선회집
2638584,박두진 시인의 문학사상을 볼 수 있는 곳
2854352,다양한 메뉴와 볼거리가 있는 이색 카페
2713812,세계유산 수원화성 낮과 밤의 아름다움을 함께 즐겨보세요!
2603500,부채 모양으로 둥글게 펼쳐진 주상절리
2733830,솔향을 맡으며 걷는 산책로
129830,향토 문화의 전승 발전을 위해 힘쓰고 있는 곳
2792794,건축학적 의미가 가득한 300년 역사의 고택
133831,고급스러운 분위기 속에서 즐기는 중식요리 레스토랑
1754453,문경시민들의 문화 쉼터
3010511,한바탕 신나게 놀고 배우는 체험형 전시관
1611938,문익점의 후손들이 대대손손 살아온 남평 문씨 집성촌
506616,서귀포의 아름다운 자연과 어우러진 여유로움
2357515,웅장한 경관을 감상할 수 있는 코스
3026006,몸과 마음의 휴식과 힐링이 이루어지는 숲
126117,철새와의 아름다운 만남이 있는 곳
3075887,"클래식, 연극, 무용, 뮤지컬을 모두 누릴 수 있는 복합 문화예술공간"
2802080,'가벼운 주머니지만 열정을 갖고 찬란하게 빛난다.'
2749620,커다란 돌판에 구워 먹는 오리구이 맛이 일품
1122173,"지리산 뱀사골 토종 흑돼지구이, 산채정식 맛집"
2758861,개화예술공원 내에 아기자기한 소규모 동물원
2941155,비건을 맛있고 분위기 있게 즐길 수 있는 곳
778140,남⋅북한의 평화를 바라며 금강산이 바라보이는 동해안 최북단 민통선 안에 위치한 DMZ박물관
916815,수탈의 아픔을 간직하고 있는 근대 건축물
298348,울산12경 대운산 제일의 명당인 암자
2852107,담백한 맛이 좋은 백운호수 만두전골
2776854,신선한 수산물이 모이는 곳
2610230,일출을 보며 달릴 수 있는 최적의 드라이브 코스
1391032,마을의 역사와 함께해 온 당산나무
2909169,깊은 산속에서 오롯이 갖는 휴식
2900160,콩칼국수 맛집으로 유명한 곳
1748965,여행 후 조용히 휴식을 취하기 좋은 호텔
2750322,평화로운 도시가 새롭다
2729603,에코투어리즘의 시작 투어지
316108,호국영령과 우리나라를 위한 불사를 수행하는 사찰
1670993,대천해수욕장과 가까운 모텔
2407108,피톤치드 가득한 쾌적한 잣나무숲
2766714,팔공산 자락의 야외에서 즐기는 오리고기전문점
1386291,한국인의 입맛에 맞게 재구성한 중화 레스토랑
2846168,쌀국수와 팟타이가 맛있는 동대구역 인근 맛집
2019719,"단체 여행객을 위한, 접근성 좋은 호텔"
791558,삼한시대 부족국가였던 조문국의 유적
3075069,베테랑 파일럿과 함께하는 패러글라이딩
2787993,게와 관련된 유래가 있는 마을
3076484,서귀포 도심에 있는 접근성 좋은 호텔
3352575,남한산 숲 속에 보이는 빨간 벽돌 카페
2987443,"신나는 것이 가득한, 아주 멋진 원도심"
2549248,세계문화유산인 고인돌 유적이 현존하는 곳
2871838,정겹고 맛있는 시골 상차림
2838041,베이커리 명장이 직접 운영하는 맛집
507599,"얼지않은 인정, 녹지않는 추억! 3년을 기다려 온 산천어축제!"
2014865,시원한 맛으로 지친 몸을 달래주는 건강한 음식
2842951,팔당 게장 전문 음식점
129688,선을 즐거움으로 삼던 99칸 고가
2744423,별빛이 쏟아지는 캠핑장
132300,작은 규모의 상설시장
710391,용봉산 아래에 있는 풍부한 관광자원을 가진 마을
403490,100% 무항생제 풍천장어를 맛볼 수 있는 곳
2900656,동의보감촌에서 먹는 약선 한정식
2850215,미슐랭 가이드 선정 만두 전문점
2993474,울산 전역에서 ‘6일간 이어지는 릴레이 콘서트’
1603489,우리 콩으로 만들어내는 고소한 한 상
3061575,제주 흑돼지 고기를 먹을 수 있는 명물 거리
1878721,전통방식으로 만든 두부를 맛볼 수 있는 100% 예약제 농가맛집
522803,휘닉스파크 부근 레포츠용품 대여점
2874472,밤리단길 한우 오마카세 맛집
1491968,유니크한 감성의 비즈니스형 호텔
319722,대한 불교조계종 송광사의 말사
130937,다양한 과학 프로그램이 운영되는 곳
3091177,추모하기 위해 세운 기념비가 있는 공원
2605846,엄숙하고 경건한 마음
2899392,작고 아담한 이국적 분위기 도넛 카페
2893614,농소 몽돌해변 근처 브런치 카페
482195,불자들이 깨우침을 얻어간 암자
1960614,다양하고 맛있는 족발이 있는 골목
1646676,낙동강과 금호강이 만나는 자연습지
128118,"자연에서 즐기는 워터파크, 델피노"
250326,강화도여행
2789495,도심 속에서 캠핑 분위기를 만끽할 수 있는 난장캠프 신사 가로수점
2783385,싱싱한 갈치로 만드는 제주 향토음식
2909525,개별 화장실을 갖춘 계곡 옆 캠핑장
125830,자연휴양림이 들어선 보령 성주산의 명당
3086012,매일이 새롭고 즐거운 경험을 제공하다
3449233,주차 공간은 매장 앞에 마련되어 있어 차량 이용 시 편리한 카페
2905558,돈가스와 스파게티로 유명한 양식집
2770823,도심 가운데 실내 바다낚시터
132454,장인의 정교한 손길로 만드는 목공예 제품을 만날 수 있는 곳
2775506,"목재에 대한 교육, 놀이의 장"
2535611,굴비의 고장인 영광에서 맛보는 굴비정식
2639667,아이들과 함께 하면 좋은 그림책나들이
2747175,경치가 좋고 다듬어지지 않은 자연미가 있는 곳
2655928,위안부 기록을 통해 인권과 평화를 알리는 곳
3491755,파이낸셜뉴스가 '2025 서울식품유통대전(K푸드쇼)'을 오는 5월 28~29일 개최합니다.
1283850,6·25 전쟁에 참전한 학도병을 기리는 참전비
2894252,한식을 기본으로 한 품격있는 퓨전요리
2855984,1977년부터 이어온 평양냉면 전문점
135796,시원한 국물이 일품인 식당
1958961,영남지방의 고아한 멋이 묻어 나는 서원
131552,1만여평의 아름다운 풍경을 가진 계곡지
407414,일상에 지친 몸과 마음을 치유하는 자연휴양림
2808930,기본에 충실한 돈가스 집
2390809,힐링하기 좋은 코스
3021283,null
142893,편하게 쉴 수 있는 곳
2621728,깨끗하고 아늑한 객실과 최고의 서비스를 제공하는 곳
2850027,제천 모산동 중화요리 맛집으로 통하는 곳
1853848,제주 바다가 한눈에 보이는 펜션
1599284,고즈넉한 풍경이 아름다운 향교
2732631,울창한 소나무 숲의 아름다운 자태
2784700,식객 허영만의 백반기행에 방영된 병어조림 맛집
2773726,경기도 안산시 단원구에 위치한 썰매장
2603720,천연 재료로 만드는 반려견 수제 간식
1959127,선현들의 배향과 지방교육을 담당하던 서원
2910897,살얼음 육수 물회가 맛있는 산해회식당
2841589,가정식 백반으로 유명한 칠곡 맛집
2785713,한탄강과 주상절리의 신비로운 풍경
2734156,원주시 신림면 황둔리 감악산 계곡과 어우러진 자연속에 캠핑장
2714688,박길수 님의 따뜻한 마음
2606577,예술적인 감각들이 가득한 거리
2929425,감성적인 공간에서 먹는 맛있는 요리
2735322,고양이와 교감하며 휴식을 취하다
3114675,봄날에 색색깔 파우더를 뿌리며 달리는 컬러레이스
894158,역사와 문화가 살아 숨 쉬는 마을
3036105,박태환 선수를 지도했던 감독이 운영하는 수영장
2838924,여러 가지 순두부 요리가 별미인 맛집
1248817,어머니의 기운을 품은 산
2848291,동탄 기흥에서 소문난 한우 등심 맛집
2899492,전시와 작품을 경험하는 와인 바
3083398,서면 번화가 인근의 편안한 호텔
2518899,아산의 매력 속으로
1803870,신선이 머무는 곳 방선문!
2901414,독특한 분위기의 성수동 힙한 카페
2518854,시티투어를 떠나보는 시간
1319217,타임머신 타고 추억속으로 빠져보자 !
2606194,자연미를 그대로 살린 한국식 전통정원
2754270,서울 근교로 당일치기 물놀이 나들이가 가능한 곳
2763504,이색적인 경험을 할 수 있는 카라반 캠핑
132219,고미술품을 거래하는 점포가 모여있는 인사동 거리
2767299,단양 전망 좋은 카페
2635005,강릉 특산 음식 기행 : 풍류가 있는 시절식
2861864,"피나클랜드에서 즐기는 지역특산물 축제, 가을 제철 왕새우와 전복을 맛보세요"
3030949,성읍마을 근처 가성비 좋은 승마체험장
747753,갈치조림이 맛있는 남대문 맛집
704481,아늑하고 푸근한 한정식집
2912872,각종 물회가 맛있기로 유명한 곳
252529,교육으로 나라를 세우고자 설립한 우리나라 최초의 민립학교
507383,지리산과 섬진강으로 둘러싸인 하동의 자연을 자유롭게 만끽해보세요.
2761810,계곡이 흐르는 캠핑장
2519107,가족과 함께하면 좋은 코스
126457,산방산 자연 석굴 속에 숨겨진 신비한 사찰
2759615,전통이 있는 국수요리집
135275,오랜 전통만큼 맛있는 아귀집
133881,20년 넘는 전통을 자랑하는 돌솥밥 전문점
2815587,쫀득한 순대와 돼지부속볶음을 맛볼 수 있는 곳
3108201,한국 식재료를 창의적으로 선보이는 파인다이닝 레스토랑
3076745,해운대와 인접해 있는 아름다운 전망의 호텔
2822743,모든 순간이 영화가 되는 곳
142099,초여름 해변 무용 축제
745781,음료를 마시고 전시도 무료로 감상하는 갤러리 카페
2501905,반려동물 동반가능한 서핑스팟
1762055,개별적인 기억 집합하는 연대
2502612,울산의 수령이 공무를 처리하던 건물
139853,연평도의 바다와 해안선이 한눈에 들어와 휴식을 취하기좋은 곳
2765624,경주 황리단길에 위치한 흑백 셀프 사진관
2726843,"하늘과 바다가 만나는 길, 가덕도 연대봉"
2741617,평택 서부지역의 상권을 이어온 전통시장
128980,아름다운 어촌 100개소 중 하나
2991804,대한민국 최초의 원조수원갈비
2862691,불향 가득 석쇠 불고기 맛집
2819195,자연 속의 건강하고 푸짐한 한 끼
3074340,오래된 여관 공간을 활용한 전시장
132522,전통 공예의 멋을 널리 알리다
1627011,논산의 명물인 미내다리
2760707,족욕체험을 할 수 있는 공원
132543,다양한 토기를 제조하여 전통공예의 맥을 이어오고 있는 신라토기
1965448,전통 수제 고추장으로 구운 약돌삼겹살 맛집
2608140,오로지 건강을 생각하고 지어진 곳
2837719,국내산 생고기만 취급하는 김치찌개 맛집
2711378,고한리에 들어선 우리나라 최초의 마을 호텔
2800128,숲과 계곡이 있는 펜션
2740128,사시사철 다른 매력을 느낄 수 있는 곳
1621432,세 군데에 나누어져 있는 청동기 시대 지배층의 무덤떼
2782929,푸른 바다가 한 눈에
1985775,화학 조미료가 들어가지 않은 건강한 밥상
2409248,청국장 숙성 삼겹살을 맛볼 수 있는 곳
3056519,친환경 유기농법으로 감귤을 키우는 체험 농장
130504,다양한 어류와 어촌의 생활상을 한눈에 볼 수 있는 전시관
1208099,푸짐하고 구수한 맛의 해장국을 맛볼 수 있는 곳
2831393,다양한 구이를 맛볼 수 있는 곳
2769471,가족과 함께 나들이 하기에 좋은 광장
126893,형형색색의 기암괴석이 들려주는 다도해이야기
2915567,고씨동굴 인근 송어 양식장 식당
2702502,치악성을 지켜낸 고려시대 공신 원충갑의 묘역
1730819,안동의 전통을 담은 현대시장
2852826,1978년에 시작한 프리미엄 한우 전문점
2493612,우리나라 최초의 수공예 문화예술시장
2363772,욕지도 토박이 할머니들을 만나는 정겨운 카페
1965375,문경의 맛 광성식당
2718732,건강한 삶을 추구하는 도심 속 휴양지
1920538,팔당호의 경관을 즐기며 도토리 요리를 맛볼 수 있는 곳
2912266,서핑과 당일 캠핑을 즐기기 좋은 해변
1104176,나라를 위해 목숨 바친 이들의 숭고한 희생정신을 기리기 위한 탑
133857,오랜 전통의 한식 전문점
2754453,못생김과 투박한 즐거움이 있는 곳
1017547,대한제국의 역사적인 주요 사건 현장
2837896,아야진 해수욕장 앞 바다 뷰 카페
125593,울창한 산림과 아름다운 경관을 가진 100대 명산
2853660,포천 고모리 100년 한옥 카페 물꼬방
2509413,우리나라 최대의 해안사구
1871028,청정제주의 신선한 상품을 판매하는 곳
2479573,경포 바다를 마주하고 있는 호텔
2865958,고덕 신도시 신축 비즈니스 호텔
770488,공기 좋고 물좋은 칠갑산 자락 산촌마을에서의 팜스테이
2988080,들깨를 소재로한 대한민국 유일 페스티벌
2782157,닭강정하면 역시 만석!
2729838,자연이 어우러진 예산군 캠핑장
2728537,황포돛배를 타고 백마강을 일주해 보자!
2893250,곤지암 피크닉 베이커리 카페
1422033,쇼핑하기 좋은 곳
2723499,서울의 역사를 따라 걷는 길
2597792,군 문화 콘텐츠를 체험하는 특색있는 밀리터리 축제
2716799,힐링하는 여행코스
2849908,성성 호수공원 인근 브런치 카페
2892630,돈가스시키면 칼국수 주는 식당
135274,서해와 금강을 바라보며 즐기는 한우와 불고기
2861708,나무망치로 껍질을 깨 먹는 딱새우찜 전문점
2736698,오랜 전통을 가지고 운영되는 손수 요리하는 한식집
2716737,자연 속에 숨겨진 가로수길
125982,한국 천주교의 역사를 느낄 수 있는 성지
2373326,순국한 애국열사들의 호국정신 계승을 위해 건립한 비
1959820,null
125708,고운 모래와 잔잔한 파도가 일품인 해변
133621,소나무 숲속의 수려한 경관
3076459,에메랄드빛 제주 바다가 보이는 서귀포항 호텔
2831800,맛 좋은 한우로 유명한 한옥식당
1963759,대구 동인동 찜갈비 골목에 위치한 찜갈비 전문점
2022541,당진의 자연이 빚어낸 서해 일출을 볼 수 있는 해수욕장
3084398,계절별로 다양한 프로그램이 있는 농장
1621406,체화당 안에 자리한 창석 이준을 모신 사당
1940070,설악에 자리한 백담사와 근접해 있는 맑고 깨긋한 마을
1957459,오랜 역사적 의미를 간직한 율봉서원
2531370,단독주택에서 경험하는 한국식 홈스테이형 숙박업소
2861419,제주 출신의 운영하는 제주 향토 음식점
2768073,푸짐한 살코기와 시원한 국물이 맛있는 감자탕 전문점
2630500,구수하고 깊은 맛의 설렁탕을 맛볼 수 있는 곳
2713187,가을철 은빛물결이 가득한 자연 생태 학습장
348787,조용하고 아름다운 숲속 사찰
710495,하동 알프스의 싱싱한 딸기와 체험이 있는 곳
3056929,예술과 숙박을 함께 즐기는 호텔
2707934,품격 있고 세련된 전시컨벤션센터
601980,깊은 맛을 우려내어 만든 국밥
2036051,영화 주인공이 되어보는 여행
134246,고풍스러운 한옥에서 맛보는 자연산 민물 매운탕
633536,오랜 전통이 담긴 막국수와 냉면을 맛볼 수 있는 곳
2772184,물멍하기 좋은 예쁜 카페가 많은 저수지
140736,문화의 장
2872802,광교 호수 뷰 브런치 카페
2912798,대왕연어초밥이 별미인 일식맛집
2754048,"레드버튼은 보드게임을 통해 당신의 상상, 그 이상의 따뜻한 즐거움을 선사합니다."
2706284,애국지사 황현선생의 위패를 모시는 사우
2364045,마음의 휴식과 건강을 찾기 위한 자연숲치유 힐링시설
2744398,파주 헤이리마을 클래식 감상 카페
2575836,아늑하고 아담한 한옥이 주는 편안함이 있는 곳
3357273,크로플이 맛있는 분위기 맛집 카페
2790515,전주동물원 내에 자리한 놀이동산
1939311,대전을 대표하는 석갈비 전문점
2850439,해 질 녘 노을이 예쁜 레스토랑 카페
140833,찰옥수수의 본고장 홍천에서 옥수수 드셔보세요~!
2757826,오랜 전통을 가진 설렁탕의 맛
2731169,산자락에 위치한 전망 좋은 캠핑장
1590713,엄선된 한우 생고기를 제공하는 한우맛집
2841040,분위기 좋고 볼거리도 많은 베이커리 카페
2438221,음식도 인테리어도 깔끔하고 정갈한 비빔밥
611729,고품질 전통 한우를 맛 볼 수 있는 곳
1316009,고즈넉한 한옥에서 즐기는 정갈한 한정식
2892821,정통 일본 라멘을 맛볼 수 있는 곳
2869994,바다를 품은 진전복 삼계탕 요리 전문점
2755856,국내 최초의 Y자형 출렁다리
2856769,자가 제면한 면발로 만든 칼국수 맛집
136648,편안한 하루가 보장되는 곳
2756138,고운 백사장을 가진 영리 해수욕장
2581043,대전 중앙시장 내 50년 전통의 순대 국밥 맛집
134974,식욕을 되살려준 전복장어
2876431,순두부짬뽕 등 중화요리 맛집
133201,칼칼하면서 시원한 메기매운탕이 일품인 식당
2834702,삽교호 유일의 오션뷰 카페
2614224,우리들의 품으로 돌아오고 있는 반달가슴곰의 이야기
127589,아름다운 풍광을 만끽할 수 있는 산
2906451,태국 현지보다 더 맛있는 타이푸드 전문점
2545315,최고의 요리를 즐기는 미식가의 음식
1967383,강원도 양양 여행탐방코스
699586,오랜 전통을 자랑하는 순대국밥집
2660800,조선산업의 역사를 품고 있는 곳
2876308,화성행궁 근처 일본식 덮밥
756327,아름다운 자연 경관과 싱싱한 수산물이 가득한 마을
1627388,송시열이 사약을 받고 죽은 자리에 있는 기념비
1622872,구한말 애국지사의 정신이 담긴 사당
1887839,터키 현지의 맛을 느낄 수 있는 곳
130811,초록색 자연 가까이 책 읽으며 힐링하는 공공도서관
3036469,계룡산 갑사 초입의 농촌체험휴양마을
2730816,쾌적한 휴식이 가능한 럭셔리 캠핑장
2725123,정선 운기석으로 만들어내는 한국의 미(美)
2740077,자연을 그대로 느끼며 즐기는 휴식
133248,오랜 전통의 샤부샤부 전문점
2856401,물에 튀긴 만두로 유명한 중국식 전통 만두 전문점
2918773,든든한 한끼
2857659,풍경이 멋진 반려동물 동반 카페
125871,충주 도심 속에 위치한 인공 호수
1304515,부산 대표 긴 역사를 지닌 가구거리
2873016,27가지 약재로 6시간 숙성한 숙성 장어의 참맛
3000359,지역 사회와 기업의 상생을 문화라는 그릇에 담다
130999,건강한 체육활동을 위한 센터
126047,공룡발자국 화석의 모습을 볼 수 있는 곳
1595140,짬뽕이 맛있어 전국에서 찾아 온다는 임실 맛집
127874,잔잔한 파도에 아이와 함께 놀기 좋은 해수욕장
2842541,좋은 음식으로 귀한 손님을 맞는 중식당
2435837,자연경관을 감상하며 식사 할 수 있는 쌈밥 전문점
2741526,가족과 함께 즐기기 좋은 힐링공간
2859314,들깨칼국수와 해물칼국수가 별미
316293,속리산에서 가장 깊은 역사를 간직한 암자
2735323,호수의 풍경을 조망하며 식사를
1926601,편백나무 숲길과 억새가 아름다운 모구악오름
133106,30년 전통의 냉면이 유명한 맛집
2766178,계양구민들의 건강을 책임지는 체육시설 및 공원
2861686,화풀이 이색 대회
2770027,산책하기 좋은 저수지
3307772,다채로운 거리예술의 향연
2823335,푸짐하게 차려지는 한상
3006671,계절마다 색다른 걷기 좋은 명품 숲길
2910476,"홍합과 바지락의 조합, 홍바짬뽕!"
2742328,상인들의 따뜻한 정과 인심을 느낄수 있는 대구 5일장
2891502,수영장이 있는 남해 오션뷰 카페
1958140,불사이군 충절을 지키다 순절한 죽림 권산해를 모신 서원
130793,"지식, 꿈, 문화가 어울림이 되는 도서관"
2717416,특별한 체험과 추억의 맛을 느낄 수 있는 곳
142197,세상에서 가장 큰 생태예술놀이터
529248,당시 사회상을 파악할 수 있는 중요한 사적
1364087,최고의 재료를 고집하는 숯불갈비 맛집
2034446,방송에도 출연하는 찐빵집이 다수 모여 모락모락 김이나는 골목
251994,서동과 선화를 만날 수 있는 서동요테마파크
2577053,합리적인 가격의 편안한 숙소
2854353,카페식 분위기의 소고기 전문점
228866,동해에서 나는 모든 어종의 집산지
2473856,청라버스로 떠나는 중구 근대로의 여행
130812,버려지는 자원을 이용하여 다양한 창작품을 개발하는 곳
1119621,야은 길재의 충절과 학문을 추모하기 위한 정자
2851686,김녕바다에서 잡은 자연산 회포장 전문점
1362973,변함없는 맛을 내는 정성
2867799,생고기만을 고집하는 우돈청
1917811,최상의 쾌적함과 편안한 분위기의 호텔
2740089,화악산 계곡물이 흐르는 곳에서 글램핑을
1030642,전화 한 통화로 장보기 끝
2906015,스페셜티 커피와 브런치 카페
2849951,자연친화적이고 예스러운 분위기의 카페
1071342,대자연이 주는 신선함과 열대지방의 생명력 넘치는 명랑함
128182,우주의 신비로움을 체험할 수 있는 곳
